filename,method,niqe
IMG_22111.png,aodnet,20.039186
R.png,original,20.068888
R.png,dcp,19.775040
R.png,aodnet,20.172073
a18fbbff37e75e19ff0e41a38c89de01.png,original,20.848319
a18fbbff37e75e19ff0e41a38c89de01.png,dcp,20.889697
a18fbbff37e75e19ff0e41a38c89de01.png,aodnet,21.241614
a4125c8e45bbc8bed6ca6fe12f41395c.png,original,20.087312
a4125c8e45bbc8bed6ca6fe12f41395c.png,dcp,20.136978
a4125c8e45bbc8bed6ca6fe12f41395c.png,aodnet,20.416579
a4405e3aefc74c94738ccad6f05c5be8.png,original,20.666216
a4405e3aefc74c94738ccad6f05c5be8.png,dcp,20.552487
a4405e3aefc74c94738ccad6f05c5be8.png,aodnet,20.971351
b4jnamqblby31.png,original,20.859052
b4jnamqblby31.png,dcp,20.753611
b4jnamqblby31.png,aodnet,21.631593
b67f5d192f89e8322fdb1cfd33472a60.png,original,20.249800
b67f5d192f89e8322fdb1cfd33472a60.png,dcp,20.341949
b67f5d192f89e8322fdb1cfd33472a60.png,aodnet,20.652054
b7e4ddbd081508350f7ea267973c6ebe.png,original,21.100035
b7e4ddbd081508350f7ea267973c6ebe.png,dcp,21.041808
b7e4ddbd081508350f7ea267973c6ebe.png,aodnet,22.276782
c680ee3de12c3367b4d154dfd0faa91a.png,original,20.812834
c680ee3de12c3367b4d154dfd0faa91a.png,dcp,21.137119
c680ee3de12c3367b4d154dfd0faa91a.png,aodnet,20.972408
caef02fdb50f8d880962a6ea1f4719b2.png,original,20.618090
caef02fdb50f8d880962a6ea1f4719b2.png,dcp,20.707316
caef02fdb50f8d880962a6ea1f4719b2.png,aodnet,21.047347
d9ebef9f206c8d920033bd4f1b1e5f92.png,original,20.750434
d9ebef9f206c8d920033bd4f1b1e5f92.png,dcp,20.464990
d9ebef9f206c8d920033bd4f1b1e5f92.png,aodnet,20.544338
da6dc6db8d0cd582bdc1419279c0192e.png,original,20.772290
da6dc6db8d0cd582bdc1419279c0192e.png,dcp,20.771844
da6dc6db8d0cd582bdc1419279c0192e.png,aodnet,20.936127
e221014826c058491a3f2a477c011690.png,original,20.509484
e221014826c058491a3f2a477c011690.png,dcp,20.517806
e221014826c058491a3f2a477c011690.png,aodnet,20.923516
e3a4aac32548d8f1e597542980e3e975.png,original,20.031234
e3a4aac32548d8f1e597542980e3e975.png,dcp,20.034114
e3a4aac32548d8f1e597542980e3e975.png,aodnet,20.173181
f2b33c4b7f1153f1b2be5cb830bcebb8.png,original,20.702483
f2b33c4b7f1153f1b2be5cb830bcebb8.png,dcp,20.848234
f2b33c4b7f1153f1b2be5cb830bcebb8.png,aodnet,20.893649
f3a22c0415830b5577b301a258298459.png,original,20.983207
f3a22c0415830b5577b301a258298459.png,dcp,20.918156
f3a22c0415830b5577b301a258298459.png,aodnet,21.453143
fc555df357ee0d2c92d066be0338d4af.png,original,21.133120
fc555df357ee0d2c92d066be0338d4af.png,dcp,21.414478
fc555df357ee0d2c92d066be0338d4af.png,aodnet,22.150106
foggy-weather-1.png,original,22.878730
foggy-weather-1.png,dcp,22.261223
foggy-weather-1.png,aodnet,22.973469
foggy-weather-2.png,original,22.707869
foggy-weather-2.png,dcp,21.818933
foggy-weather-2.png,aodnet,23.179324
foggy_san_francisco_by_warriorofheaven_d1h6taf-fullview.png,original,21.357225
foggy_san_francisco_by_warriorofheaven_d1h6taf-fullview.png,dcp,20.504423
foggy_san_francisco_by_warriorofheaven_d1h6taf-fullview.png,aodnet,21.048045
img_3987z-mysterious-photograph-of-foggy-waterfront-park-and-the-county-administration-building.png,original,20.532719
img_3987z-mysterious-photograph-of-foggy-waterfront-park-and-the-county-administration-building.png,dcp,20.449424
img_3987z-mysterious-photograph-of-foggy-waterfront-park-and-the-county-administration-building.png,aodnet,20.565458
