dataset,filename,method,niqe
sots_o,0209_0.85_0.08.png,aodnet,20.568267
sots_o,0210_0.85_0.2.png,original,20.977353
sots_o,0210_0.85_0.2.png,dcp,20.877899
sots_o,0210_0.85_0.2.png,aodnet,21.099011
sots_o,0212_0.9_0.2.png,original,21.450311
sots_o,0212_0.9_0.2.png,dcp,20.535394
sots_o,0212_0.9_0.2.png,aodnet,21.530125
sots_o,0213_1_0.2.png,original,19.930689
sots_o,0213_1_0.2.png,dcp,18.967597
sots_o,0213_1_0.2.png,aodnet,19.945670
sots_o,0215_0.8_0.08.png,original,19.215294
sots_o,0215_0.8_0.08.png,dcp,19.106542
sots_o,0215_0.8_0.08.png,aodnet,19.488800
sots_o,0216_1_0.12.png,original,20.204800
sots_o,0216_1_0.12.png,dcp,19.561978
sots_o,0216_1_0.12.png,aodnet,20.209458
sots_o,0217_1_0.2.png,original,21.026699
sots_o,0217_1_0.2.png,dcp,20.520525
sots_o,0217_1_0.2.png,aodnet,20.948026
sots_o,0218_0.9_0.2.png,original,20.639737
sots_o,0218_0.9_0.2.png,dcp,19.974847
sots_o,0218_0.9_0.2.png,aodnet,20.879560
sots_o,0219_0.85_0.08.png,original,20.488957
sots_o,0219_0.85_0.08.png,dcp,20.010625
sots_o,0219_0.85_0.08.png,aodnet,20.551565
sots_o,0220_0.85_0.2.png,original,20.434031
sots_o,0220_0.85_0.2.png,dcp,20.292694
sots_o,0220_0.85_0.2.png,aodnet,20.595767
sots_o,0222_0.85_0.16.png,original,20.592730
sots_o,0222_0.85_0.16.png,dcp,20.569885
sots_o,0222_0.85_0.16.png,aodnet,20.849559
sots_o,0223_0.95_0.16.png,original,20.698062
sots_o,0223_0.95_0.16.png,dcp,20.478516
sots_o,0223_0.95_0.16.png,aodnet,20.640345
sots_o,0225_0.8_0.2.png,original,20.365095
sots_o,0225_0.8_0.2.png,dcp,20.382482
sots_o,0225_0.8_0.2.png,aodnet,20.480148
sots_o,0226_0.8_0.2.png,original,20.895905
sots_o,0226_0.8_0.2.png,dcp,20.271160
sots_o,0226_0.8_0.2.png,aodnet,20.711242
sots_o,0228_1_0.2.png,original,20.479395
sots_o,0228_1_0.2.png,dcp,20.628039
sots_o,0228_1_0.2.png,aodnet,20.449844
sots_o,0230_0.9_0.16.png,original,20.673418
sots_o,0230_0.9_0.16.png,dcp,20.464287
sots_o,0230_0.9_0.16.png,aodnet,20.779645
sots_o,0233_0.8_0.12.png,original,20.722391
sots_o,0233_0.8_0.12.png,dcp,20.366976
sots_o,0233_0.8_0.12.png,aodnet,20.689377
sots_o,0235_0.9_0.08.png,original,20.806203
sots_o,0235_0.9_0.08.png,dcp,20.797105
sots_o,0235_0.9_0.08.png,aodnet,21.282730
sots_o,0237_0.8_0.12.png,original,20.055561
sots_o,0237_0.8_0.12.png,dcp,19.696914
sots_o,0237_0.8_0.12.png,aodnet,20.053557
sots_o,0238_0.8_0.2.png,original,21.006299
sots_o,0238_0.8_0.2.png,dcp,20.631981
sots_o,0238_0.8_0.2.png,aodnet,20.908856
sots_o,0239_0.8_0.2.png,original,20.391254
sots_o,0239_0.8_0.2.png,dcp,20.477090
sots_o,0239_0.8_0.2.png,aodnet,20.664404
sots_o,0240_1_0.08.png,original,19.983507
sots_o,0240_1_0.08.png,dcp,19.827897
sots_o,0240_1_0.08.png,aodnet,19.905134
sots_o,0242_0.8_0.12.png,original,20.261848
sots_o,0242_0.8_0.12.png,dcp,20.233977
sots_o,0242_0.8_0.12.png,aodnet,20.512343
sots_o,0243_0.8_0.08.png,original,20.636932
sots_o,0243_0.8_0.08.png,dcp,20.344878
sots_o,0243_0.8_0.08.png,aodnet,20.673335
sots_o,0244_0.9_0.12.png,original,20.568107
sots_o,0244_0.9_0.12.png,dcp,19.819677
sots_o,0244_0.9_0.12.png,aodnet,20.390504
sots_o,0245_1_0.2.png,original,20.265547
sots_o,0245_1_0.2.png,dcp,19.623257
sots_o,0245_1_0.2.png,aodnet,20.206466
sots_o,0246_0.85_0.12.png,original,20.468348
sots_o,0246_0.85_0.12.png,dcp,20.289865
sots_o,0246_0.85_0.12.png,aodnet,20.517491
sots_o,0248_0.8_0.08.png,original,20.821557
sots_o,0248_0.8_0.08.png,dcp,20.576734
sots_o,0248_0.8_0.08.png,aodnet,21.157443
sots_o,0249_1_0.12.png,original,20.050430
sots_o,0249_1_0.12.png,dcp,19.490134
sots_o,0249_1_0.12.png,aodnet,20.025030
sots_o,0251_0.8_0.16.png,original,20.767988
sots_o,0251_0.8_0.16.png,dcp,20.260370
sots_o,0251_0.8_0.16.png,aodnet,20.797349
sots_o,0253_0.8_0.2.png,original,20.593743
sots_o,0253_0.8_0.2.png,dcp,20.698925
sots_o,0253_0.8_0.2.png,aodnet,20.778558
sots_o,0253_1_0.16.png,original,20.614276
sots_o,0253_1_0.16.png,dcp,20.676406
sots_o,0253_1_0.16.png,aodnet,20.723642
sots_o,0255_0.85_0.08.png,original,20.977323
sots_o,0255_0.85_0.08.png,dcp,20.410145
sots_o,0255_0.85_0.08.png,aodnet,21.236798
sots_o,0256_0.95_0.16.png,original,20.772840
sots_o,0256_0.95_0.16.png,dcp,20.395652
sots_o,0256_0.95_0.16.png,aodnet,21.483292
sots_o,0258_0.8_0.2.png,original,20.933131
sots_o,0258_0.8_0.2.png,dcp,20.438510
sots_o,0258_0.8_0.2.png,aodnet,21.165678
sots_o,0259_0.9_0.08.png,original,20.621322
sots_o,0259_0.9_0.08.png,dcp,20.464570
sots_o,0259_0.9_0.08.png,aodnet,20.870386
sots_o,0260_0.9_0.2.png,original,21.050277
sots_o,0260_0.9_0.2.png,dcp,20.483180
sots_o,0260_0.9_0.2.png,aodnet,21.248846
sots_o,0261_0.85_0.08.png,original,20.635390
sots_o,0261_0.85_0.08.png,dcp,20.341755
sots_o,0261_0.85_0.08.png,aodnet,20.825057
sots_o,0262_0.95_0.12.png,original,21.646576
sots_o,0262_0.95_0.12.png,dcp,20.553693
sots_o,0262_0.95_0.12.png,aodnet,21.506343
sots_o,0263_0.95_0.08.png,original,20.406041
sots_o,0263_0.95_0.08.png,dcp,20.196072
sots_o,0263_0.95_0.08.png,aodnet,20.443567
sots_o,0264_0.95_0.2.png,original,20.957189
sots_o,0264_0.95_0.2.png,dcp,20.663840
sots_o,0264_0.95_0.2.png,aodnet,21.570051
sots_o,0266_0.8_0.12.png,original,20.819991
sots_o,0266_0.8_0.12.png,dcp,20.689927
sots_o,0266_0.8_0.12.png,aodnet,21.150199
sots_o,0267_0.9_0.16.png,original,20.768373
sots_o,0267_0.9_0.16.png,dcp,20.773085
sots_o,0267_0.9_0.16.png,aodnet,20.757071
sots_o,0268_0.9_0.16.png,original,20.774567
sots_o,0268_0.9_0.16.png,dcp,20.248335
sots_o,0268_0.9_0.16.png,aodnet,20.719464
sots_o,0269_0.95_0.2.png,original,20.466114
sots_o,0269_0.95_0.2.png,dcp,19.771975
sots_o,0269_0.95_0.2.png,aodnet,20.387288
sots_o,0270_0.85_0.16.png,original,20.780493
sots_o,0270_0.85_0.16.png,dcp,20.385632
sots_o,0270_0.85_0.16.png,aodnet,20.808477
sots_o,0271_0.85_0.12.png,original,20.740853
sots_o,0271_0.85_0.12.png,dcp,20.509005
sots_o,0271_0.85_0.12.png,aodnet,20.817295
sots_o,0272_0.85_0.08.png,original,20.380597
sots_o,0272_0.85_0.08.png,dcp,19.983078
sots_o,0272_0.85_0.08.png,aodnet,20.234297
sots_o,0273_0.85_0.2.png,original,20.379304
sots_o,0273_0.85_0.2.png,dcp,19.727494
sots_o,0273_0.85_0.2.png,aodnet,20.315547
sots_o,0274_0.95_0.12.png,original,20.969937
sots_o,0274_0.95_0.12.png,dcp,20.660674
sots_o,0274_0.95_0.12.png,aodnet,20.891381
sots_o,0275_1_0.16.png,original,20.473102
sots_o,0275_1_0.16.png,dcp,19.888835
sots_o,0275_1_0.16.png,aodnet,20.231570
sots_o,0276_1_0.12.png,original,21.140638
sots_o,0276_1_0.12.png,dcp,20.820211
sots_o,0276_1_0.12.png,aodnet,21.223327
sots_o,0277_1_0.08.png,original,20.786670
sots_o,0277_1_0.08.png,dcp,20.555600
sots_o,0277_1_0.08.png,aodnet,20.738309
sots_o,0279_0.8_0.12.png,original,20.634384
sots_o,0279_0.8_0.12.png,dcp,20.302671
sots_o,0279_0.8_0.12.png,aodnet,20.667490
sots_o,0280_0.9_0.16.png,original,20.772376
sots_o,0280_0.9_0.16.png,dcp,20.993259
sots_o,0280_0.9_0.16.png,aodnet,21.081556
sots_o,0281_0.9_0.12.png,original,20.525767
sots_o,0281_0.9_0.12.png,dcp,20.271101
sots_o,0281_0.9_0.12.png,aodnet,20.548853
sots_o,0282_0.85_0.16.png,original,20.290791
sots_o,0282_0.85_0.16.png,dcp,20.214592
sots_o,0282_0.85_0.16.png,aodnet,20.373225
sots_o,0283_0.85_0.12.png,original,20.405969
sots_o,0283_0.85_0.12.png,dcp,20.288937
sots_o,0283_0.85_0.12.png,aodnet,20.752070
sots_o,0284_0.8_0.16.png,original,20.105843
sots_o,0284_0.8_0.16.png,dcp,19.909920
sots_o,0284_0.8_0.16.png,aodnet,20.318282
sots_o,0285_0.85_0.2.png,original,20.089143
sots_o,0285_0.85_0.2.png,dcp,19.651089
sots_o,0285_0.85_0.2.png,aodnet,20.204917
sots_o,0286_0.8_0.08.png,original,20.086980
sots_o,0286_0.8_0.08.png,dcp,19.805155
sots_o,0286_0.8_0.08.png,aodnet,20.150232
sots_o,0287_0.8_0.2.png,original,20.877847
sots_o,0287_0.8_0.2.png,dcp,20.449655
sots_o,0287_0.8_0.2.png,aodnet,20.866905
sots_o,0287_0.95_0.08.png,original,20.737897
sots_o,0287_0.95_0.08.png,dcp,20.453563
sots_o,0287_0.95_0.08.png,aodnet,20.710547
sots_o,0288_0.95_0.2.png,original,20.539077
sots_o,0288_0.95_0.2.png,dcp,20.286428
sots_o,0288_0.95_0.2.png,aodnet,20.814453
sots_o,0290_0.85_0.08.png,original,20.465709
sots_o,0290_0.85_0.08.png,dcp,20.388502
sots_o,0290_0.85_0.08.png,aodnet,20.936416
sots_o,0291_0.95_0.12.png,original,20.807162
sots_o,0291_0.95_0.12.png,dcp,20.683180
sots_o,0291_0.95_0.12.png,aodnet,20.896836
sots_o,0292_1_0.16.png,original,20.693789
sots_o,0292_1_0.16.png,dcp,20.539531
sots_o,0292_1_0.16.png,aodnet,20.751730
sots_o,0294_1_0.2.png,original,20.958224
sots_o,0294_1_0.2.png,dcp,20.541174
sots_o,0294_1_0.2.png,aodnet,20.895187
sots_o,0295_0.85_0.08.png,original,20.876971
sots_o,0295_0.85_0.08.png,dcp,20.974698
sots_o,0295_0.85_0.08.png,aodnet,21.026330
sots_o,0296_0.95_0.12.png,original,20.247399
sots_o,0296_0.95_0.12.png,dcp,19.955638
sots_o,0296_0.95_0.12.png,aodnet,20.257468
sots_o,0297_0.95_0.08.png,original,19.779970
sots_o,0297_0.95_0.08.png,dcp,19.727387
sots_o,0297_0.95_0.08.png,aodnet,20.075977
sots_o,0298_1_0.12.png,original,20.647860
sots_o,0298_1_0.12.png,dcp,20.502340
sots_o,0298_1_0.12.png,aodnet,20.678633
sots_o,0299_0.9_0.08.png,original,19.613937
sots_o,0299_0.9_0.08.png,dcp,19.279501
sots_o,0299_0.9_0.08.png,aodnet,19.552810
sots_o,0300_1_0.2.png,original,20.646706
sots_o,0300_1_0.2.png,dcp,20.466331
sots_o,0300_1_0.2.png,aodnet,20.917524
sots_o,0302_0.9_0.16.png,original,20.603621
sots_o,0302_0.9_0.16.png,dcp,20.778714
sots_o,0302_0.9_0.16.png,aodnet,21.108995
sots_o,0303_0.9_0.12.png,original,20.431802
sots_o,0303_0.9_0.12.png,dcp,20.452807
sots_o,0303_0.9_0.12.png,aodnet,20.615406
sots_o,0304_0.9_0.08.png,original,20.522728
sots_o,0304_0.9_0.08.png,dcp,20.494011
sots_o,0304_0.9_0.08.png,aodnet,20.686216
sots_o,0305_0.9_0.2.png,original,20.591022
sots_o,0305_0.9_0.2.png,dcp,20.490594
sots_o,0305_0.9_0.2.png,aodnet,20.876536
sots_o,0306_0.8_0.16.png,original,20.309467
sots_o,0306_0.8_0.16.png,dcp,20.264785
sots_o,0306_0.8_0.16.png,aodnet,20.437045
sots_o,0307_0.8_0.12.png,original,20.665714
sots_o,0307_0.8_0.12.png,dcp,20.439248
sots_o,0307_0.8_0.12.png,aodnet,21.367806
sots_o,0308_1_0.16.png,original,20.451891
sots_o,0308_1_0.16.png,dcp,20.172345
sots_o,0308_1_0.16.png,aodnet,20.476084
sots_o,0309_1_0.08.png,original,20.769994
sots_o,0309_1_0.08.png,dcp,20.576653
sots_o,0309_1_0.08.png,aodnet,21.084675
sots_o,0311_0.8_0.16.png,original,20.429810
sots_o,0311_0.8_0.16.png,dcp,20.181676
sots_o,0311_0.8_0.16.png,aodnet,20.706017
sots_o,0312_0.8_0.12.png,original,19.673131
sots_o,0312_0.8_0.12.png,dcp,19.189928
sots_o,0312_0.8_0.12.png,aodnet,19.647721
sots_o,0313_0.8_0.2.png,original,20.129192
sots_o,0313_0.8_0.2.png,dcp,19.962443
sots_o,0313_0.8_0.2.png,aodnet,20.156089
sots_o,0314_0.9_0.12.png,original,20.105822
sots_o,0314_0.9_0.12.png,dcp,19.620368
sots_o,0314_0.9_0.12.png,aodnet,20.240642
sots_o,0315_0.85_0.16.png,original,20.311682
sots_o,0315_0.85_0.16.png,dcp,20.002645
sots_o,0315_0.85_0.16.png,aodnet,20.348185
sots_o,0316_0.85_0.12.png,original,20.619918
sots_o,0316_0.85_0.12.png,dcp,20.604321
sots_o,0316_0.85_0.12.png,aodnet,20.573448
sots_o,0317_0.85_0.08.png,original,20.685374
sots_o,0317_0.85_0.08.png,dcp,20.594541
sots_o,0317_0.85_0.08.png,aodnet,21.081370
sots_o,0318_0.85_0.2.png,original,20.995284
sots_o,0318_0.85_0.2.png,dcp,20.604342
sots_o,0318_0.85_0.2.png,aodnet,20.941402
sots_o,0319_0.9_0.16.png,original,20.431780
sots_o,0319_0.9_0.16.png,dcp,19.899787
sots_o,0319_0.9_0.16.png,aodnet,20.466400
sots_o,0320_0.9_0.08.png,original,20.859785
sots_o,0320_0.9_0.08.png,dcp,20.664298
sots_o,0320_0.9_0.08.png,aodnet,20.976916
sots_o,0320_1_0.16.png,original,20.773545
sots_o,0320_1_0.16.png,dcp,20.609092
sots_o,0320_1_0.16.png,aodnet,20.734364
sots_o,0321_1_0.12.png,original,20.398619
sots_o,0321_1_0.12.png,dcp,20.207311
sots_o,0321_1_0.12.png,aodnet,20.464292
sots_o,0323_0.8_0.16.png,original,20.602292
sots_o,0323_0.8_0.16.png,dcp,20.187646
sots_o,0323_0.8_0.16.png,aodnet,20.647772
sots_o,0324_0.8_0.12.png,original,20.836685
sots_o,0324_0.8_0.12.png,dcp,20.351181
sots_o,0324_0.8_0.12.png,aodnet,21.000016
sots_o,0325_0.9_0.16.png,original,20.052502
sots_o,0325_0.9_0.16.png,dcp,19.444106
sots_o,0325_0.9_0.16.png,aodnet,19.855365
sots_o,0326_0.9_0.12.png,original,20.716041
sots_o,0326_0.9_0.12.png,dcp,20.854913
sots_o,0326_0.9_0.12.png,aodnet,20.812259
sots_o,0327_1_0.08.png,original,20.822766
sots_o,0327_1_0.08.png,dcp,20.447517
sots_o,0327_1_0.08.png,aodnet,20.906288
sots_o,0329_0.8_0.12.png,original,20.395988
sots_o,0329_0.8_0.12.png,dcp,20.303369
sots_o,0329_0.8_0.12.png,aodnet,20.676579
sots_o,0330_0.8_0.08.png,original,20.323517
sots_o,0330_0.8_0.08.png,dcp,20.128804
sots_o,0330_0.8_0.08.png,aodnet,20.540201
sots_o,0330_0.95_0.12.png,original,20.357124
sots_o,0330_0.95_0.12.png,dcp,20.120970
sots_o,0330_0.95_0.12.png,aodnet,20.578813
sots_o,0331_0.95_0.12.png,original,20.535882
sots_o,0331_0.95_0.12.png,dcp,20.319444
sots_o,0331_0.95_0.12.png,aodnet,20.789191
sots_o,0332_0.95_0.08.png,original,20.393136
sots_o,0332_0.95_0.08.png,dcp,20.337970
sots_o,0332_0.95_0.08.png,aodnet,20.714283
sots_o,0333_0.95_0.2.png,original,20.772028
sots_o,0333_0.95_0.2.png,dcp,20.571122
sots_o,0333_0.95_0.2.png,aodnet,20.972506
sots_o,0334_1_0.08.png,original,21.021202
sots_o,0334_1_0.08.png,dcp,20.976916
sots_o,0334_1_0.08.png,aodnet,21.346980
sots_o,0335_1_0.2.png,original,20.624721
sots_o,0335_1_0.2.png,dcp,20.758208
sots_o,0335_1_0.2.png,aodnet,20.620283
sots_o,0337_0.8_0.08.png,original,20.471808
sots_o,0337_0.8_0.08.png,dcp,20.213582
sots_o,0337_0.8_0.08.png,aodnet,20.490342
sots_o,0338_0.9_0.12.png,original,20.901333
sots_o,0338_0.9_0.12.png,dcp,20.667465
sots_o,0338_0.9_0.12.png,aodnet,20.894236
sots_o,0340_0.85_0.08.png,original,20.308062
sots_o,0340_0.85_0.08.png,dcp,20.100481
sots_o,0340_0.85_0.08.png,aodnet,20.339294
sots_o,0341_0.85_0.2.png,original,20.412752
sots_o,0341_0.85_0.2.png,dcp,20.248553
sots_o,0341_0.85_0.2.png,aodnet,20.798726
sots_o,0342_0.95_0.08.png,original,20.614542
sots_o,0342_0.95_0.08.png,dcp,20.662592
sots_o,0342_0.95_0.08.png,aodnet,21.050114
sots_o,0343_0.95_0.2.png,original,20.341319
sots_o,0343_0.95_0.2.png,dcp,20.205188
sots_o,0343_0.95_0.2.png,aodnet,20.316663
sots_o,0344_0.85_0.16.png,original,19.931425
sots_o,0344_0.85_0.16.png,dcp,19.644480
sots_o,0344_0.85_0.16.png,aodnet,19.815555
sots_o,0345_0.85_0.12.png,original,20.193935
sots_o,0345_0.85_0.12.png,dcp,19.938514
sots_o,0345_0.85_0.12.png,aodnet,20.188926
sots_o,0346_0.95_0.16.png,original,20.194814
sots_o,0346_0.95_0.16.png,dcp,20.115372
sots_o,0346_0.95_0.16.png,aodnet,20.212799
sots_o,0348_0.8_0.2.png,original,20.185213
sots_o,0348_0.8_0.2.png,dcp,20.015076
sots_o,0348_0.8_0.2.png,aodnet,20.339959
sots_o,0349_0.9_0.08.png,original,19.671811
sots_o,0349_0.9_0.08.png,dcp,19.445685
sots_o,0349_0.9_0.08.png,aodnet,19.671292
sots_o,0350_0.85_0.12.png,original,20.170064
sots_o,0350_0.85_0.12.png,dcp,19.833868
sots_o,0350_0.85_0.12.png,aodnet,20.117312
sots_o,0351_0.95_0.16.png,original,20.275332
sots_o,0351_0.95_0.16.png,dcp,19.709761
sots_o,0351_0.95_0.16.png,aodnet,20.203701
sots_o,0353_0.9_0.12.png,original,20.085724
sots_o,0353_0.9_0.12.png,dcp,19.785460
sots_o,0353_0.9_0.12.png,aodnet,20.076316
sots_o,0354_0.9_0.08.png,original,19.735402
sots_o,0354_0.9_0.08.png,dcp,19.700225
sots_o,0354_0.9_0.08.png,aodnet,19.725056
sots_o,0355_0.85_0.12.png,original,20.309825
sots_o,0355_0.85_0.12.png,dcp,20.285419
sots_o,0355_0.85_0.12.png,aodnet,20.386587
sots_o,0356_0.85_0.08.png,original,20.277817
sots_o,0356_0.85_0.08.png,dcp,19.975004
sots_o,0356_0.85_0.08.png,aodnet,20.467692
sots_o,0357_0.95_0.12.png,original,20.152619
sots_o,0357_0.95_0.12.png,dcp,19.861776
sots_o,0357_0.95_0.12.png,aodnet,20.185430
sots_o,0359_0.85_0.16.png,original,20.323105
sots_o,0359_0.85_0.16.png,dcp,20.093891
sots_o,0359_0.85_0.16.png,aodnet,20.375183
sots_o,0361_0.85_0.2.png,original,20.125360
sots_o,0361_0.85_0.2.png,dcp,19.780624
sots_o,0361_0.85_0.2.png,aodnet,20.245653
sots_o,0362_0.95_0.08.png,original,19.826404
sots_o,0362_0.95_0.08.png,dcp,19.574742
sots_o,0362_0.95_0.08.png,aodnet,19.859060
sots_o,0364_0.85_0.12.png,original,19.698433
sots_o,0364_0.85_0.12.png,dcp,19.009889
sots_o,0364_0.85_0.12.png,aodnet,19.751490
sots_o,0366_0.9_0.16.png,original,20.641365
sots_o,0366_0.9_0.16.png,dcp,20.038274
sots_o,0366_0.9_0.16.png,aodnet,20.566762
sots_o,0369_0.85_0.2.png,original,20.159967
sots_o,0369_0.85_0.2.png,dcp,19.920594
sots_o,0369_0.85_0.2.png,aodnet,20.347823
sots_o,0371_0.9_0.08.png,original,20.495366
sots_o,0371_0.9_0.08.png,dcp,20.135611
sots_o,0371_0.9_0.08.png,aodnet,20.593478
sots_o,0372_0.85_0.12.png,original,20.453865
sots_o,0372_0.85_0.12.png,dcp,20.080184
sots_o,0372_0.85_0.12.png,aodnet,20.732156
sots_o,0375_0.85_0.16.png,original,19.705931
sots_o,0375_0.85_0.16.png,dcp,19.025684
sots_o,0375_0.85_0.16.png,aodnet,19.717872
sots_o,0380_0.85_0.2.png,original,20.540316
sots_o,0380_0.85_0.2.png,dcp,20.020707
sots_o,0380_0.85_0.2.png,aodnet,20.467005
sots_o,0382_0.9_0.08.png,original,21.055543
sots_o,0382_0.9_0.08.png,dcp,21.006271
sots_o,0382_0.9_0.08.png,aodnet,21.164487
sots_o,0383_0.9_0.2.png,original,21.716178
sots_o,0383_0.9_0.2.png,dcp,20.629116
sots_o,0383_0.9_0.2.png,aodnet,21.792837
sots_o,0385_0.8_0.08.png,original,20.331112
sots_o,0385_0.8_0.08.png,dcp,20.355245
sots_o,0385_0.8_0.08.png,aodnet,20.606715
sots_o,0386_1_0.12.png,original,20.140080
sots_o,0386_1_0.12.png,dcp,19.835889
sots_o,0386_1_0.12.png,aodnet,20.100600
sots_o,0388_0.95_0.16.png,original,20.216833
sots_o,0388_0.95_0.16.png,dcp,19.857407
sots_o,0388_0.95_0.16.png,aodnet,20.300072
sots_o,0390_0.9_0.12.png,original,19.356781
sots_o,0390_0.9_0.12.png,dcp,19.012512
sots_o,0390_0.9_0.12.png,aodnet,19.346633
sots_o,0391_1_0.08.png,original,20.626604
sots_o,0391_1_0.08.png,dcp,20.040094
sots_o,0391_1_0.08.png,aodnet,20.641716
sots_o,0392_1_0.2.png,original,20.325284
sots_o,0392_1_0.2.png,dcp,19.549873
sots_o,0392_1_0.2.png,aodnet,20.102681
sots_o,0393_1_0.2.png,original,20.730032
sots_o,0393_1_0.2.png,dcp,19.931996
sots_o,0393_1_0.2.png,aodnet,20.524269
sots_o,0395_0.95_0.08.png,original,20.941302
sots_o,0395_0.95_0.08.png,dcp,20.920059
sots_o,0395_0.95_0.08.png,aodnet,21.101784
sots_o,0397_0.85_0.12.png,original,20.687528
sots_o,0397_0.85_0.12.png,dcp,20.503408
sots_o,0397_0.85_0.12.png,aodnet,20.721056
sots_o,0399_0.8_0.08.png,original,20.672063
sots_o,0399_0.8_0.08.png,dcp,20.484300
sots_o,0399_0.8_0.08.png,aodnet,20.688653
sots_o,0400_0.9_0.12.png,original,20.522007
sots_o,0400_0.9_0.12.png,dcp,20.270546
sots_o,0400_0.9_0.12.png,aodnet,20.598657
sots_o,0402_0.8_0.16.png,original,20.377195
sots_o,0402_0.8_0.16.png,dcp,20.141477
sots_o,0402_0.8_0.16.png,aodnet,20.185307
sots_o,0404_0.8_0.2.png,original,20.704011
sots_o,0404_0.8_0.2.png,dcp,21.015873
sots_o,0404_0.8_0.2.png,aodnet,20.813340
sots_o,0405_1_0.08.png,original,21.540895
sots_o,0405_1_0.08.png,dcp,21.341607
sots_o,0405_1_0.08.png,aodnet,21.890301
sots_o,0406_1_0.2.png,original,21.634811
sots_o,0406_1_0.2.png,dcp,20.808411
sots_o,0406_1_0.2.png,aodnet,21.514716
sots_o,0407_0.95_0.16.png,original,20.658570
sots_o,0407_0.95_0.16.png,dcp,20.185824
sots_o,0407_0.95_0.16.png,aodnet,20.677499
sots_o,0409_1_0.12.png,original,19.939556
sots_o,0409_1_0.12.png,dcp,19.366262
sots_o,0409_1_0.12.png,aodnet,19.845340
sots_o,0411_0.95_0.16.png,original,20.261425
sots_o,0411_0.95_0.16.png,dcp,19.838211
sots_o,0411_0.95_0.16.png,aodnet,20.194974
sots_o,0413_0.95_0.2.png,original,20.752183
sots_o,0413_0.95_0.2.png,dcp,20.555258
sots_o,0413_0.95_0.2.png,aodnet,20.769678
sots_o,1001_0.8_0.16.png,original,20.365483
sots_o,1001_0.8_0.16.png,dcp,20.062593
sots_o,1001_0.8_0.16.png,aodnet,20.378432
sots_o,1002_1_0.16.png,original,20.968211
sots_o,1002_1_0.16.png,dcp,20.525644
sots_o,1002_1_0.16.png,aodnet,20.708698
sots_o,1005_0.8_0.12.png,original,21.142928
sots_o,1005_0.8_0.12.png,dcp,21.246371
sots_o,1005_0.8_0.12.png,aodnet,21.447690
sots_o,1006_1_0.16.png,original,20.661025
sots_o,1006_1_0.16.png,dcp,20.064525
sots_o,1006_1_0.16.png,aodnet,20.540003
sots_o,1007_0.95_0.08.png,original,20.631723
sots_o,1007_0.95_0.08.png,dcp,20.408183
sots_o,1007_0.95_0.08.png,aodnet,20.507562
sots_o,1008_0.9_0.12.png,original,20.446005
sots_o,1008_0.9_0.12.png,dcp,20.720579
sots_o,1008_0.9_0.12.png,aodnet,20.651921
sots_o,1009_0.85_0.12.png,original,19.777891
sots_o,1009_0.85_0.12.png,dcp,19.746761
sots_o,1009_0.85_0.12.png,aodnet,19.936238
sots_o,1010_0.85_0.08.png,original,19.999860
sots_o,1010_0.85_0.08.png,dcp,19.908433
sots_o,1010_0.85_0.08.png,aodnet,20.022216
sots_o,1011_0.95_0.12.png,original,20.659960
sots_o,1011_0.95_0.12.png,dcp,20.289526
sots_o,1011_0.95_0.12.png,aodnet,20.836672
sots_o,1012_0.95_0.08.png,original,20.159095
sots_o,1012_0.95_0.08.png,dcp,19.810812
sots_o,1012_0.95_0.08.png,aodnet,20.271022
sots_o,1015_0.8_0.12.png,original,20.456207
sots_o,1015_0.8_0.12.png,dcp,20.454199
sots_o,1015_0.8_0.12.png,aodnet,20.846664
sots_o,1016_0.9_0.16.png,original,20.091824
sots_o,1016_0.9_0.16.png,dcp,19.648707
sots_o,1016_0.9_0.16.png,aodnet,20.113851
sots_o,1018_0.85_0.12.png,original,20.734455
sots_o,1018_0.85_0.12.png,dcp,20.268199
sots_o,1018_0.85_0.12.png,aodnet,20.508922
sots_o,1020_0.95_0.08.png,original,21.022064
sots_o,1020_0.95_0.08.png,dcp,20.586795
sots_o,1020_0.95_0.08.png,aodnet,20.951420
sots_o,1022_0.85_0.12.png,original,20.738854
sots_o,1022_0.85_0.12.png,dcp,20.489523
sots_o,1022_0.85_0.12.png,aodnet,20.751758
sots_o,1027_0.8_0.08.png,original,20.210385
sots_o,1027_0.8_0.08.png,dcp,19.833279
sots_o,1027_0.8_0.08.png,aodnet,20.191634
sots_o,1030_0.95_0.12.png,original,20.593824
sots_o,1030_0.95_0.12.png,dcp,20.228995
sots_o,1030_0.95_0.12.png,aodnet,20.551434
sots_o,1034_0.9_0.16.png,original,20.735106
sots_o,1034_0.9_0.16.png,dcp,20.404495
sots_o,1034_0.9_0.16.png,aodnet,20.760314
sots_o,1037_0.8_0.12.png,original,20.908051
sots_o,1037_0.8_0.12.png,dcp,20.483502
sots_o,1037_0.8_0.12.png,aodnet,20.711031
sots_o,1038_1_0.16.png,original,20.816638
sots_o,1038_1_0.16.png,dcp,20.679151
sots_o,1038_1_0.16.png,aodnet,20.756991
sots_o,1040_1_0.2.png,original,20.811157
sots_o,1040_1_0.2.png,dcp,19.978797
sots_o,1040_1_0.2.png,aodnet,20.690154
sots_o,1042_0.95_0.08.png,original,20.357717
sots_o,1042_0.95_0.08.png,dcp,19.922900
